Person-ID,"Label [generiert, nicht manuell berarbeiten]",Familienname,Vorname,Geburtsdatum,Sterbedatum,GND,Kurzbeschreibung,Kategorie,Quellen,Bemerkungen
person_090,"Xantippe,  (-)",Xantippe,,,,119035995,Ehefrau des Sokrates,Historische Person,,
person_091,"Mars,  (-)",Mars,,,,118731181,Römischer Kriegsgott,Mythologische Figur,,
person_092,"Apollo (Phoebus),  (-)",Apollo (Phoebus),,,,118503642,Gott des Lichts und der Künste,Mythologische Figur,,
person_093,"Sirius,  (-)",Sirius,,,,,mythologische Figur,Mythologische Figur,,
person_094,"Rebecca,  (-)",Rebecca,,,,,Biblische Figur,Biblische Figur,,
person_095,"Asteria,  (-)",Asteria,,,,,Titanide der griechischen Mythologie,Mythologische Figur,https://de.wikipedia.org/wiki/Asteria_(Tochter_des_Koios),
person_096,"Sylvia,  (-)",Sylvia,,,,,Name einer Person ?,,,
person_097,"Felicitas,  (-)",Felicitas,,,,,Heilige Felicitas,,,
person_098,"Dorothea,  (-)",Dorothea,,,,,Vorname einer Frau,,,
person_099,"Johannes,  (-)",Johannes,,,,,Mann der Dorothea,,,
person_100,"Sara,  (-)",Sara,,,,,Biblische Figur,Biblische Figur,,
person_101,"Hesiodus,  (-)",Hesiodus,,,,118550292,Griechischer Dichter,,,
person_102,"Parmenides,  (-)",Parmenides,,,,118591770,Griechischer Philosoph,,,
person_103,"Salomon/Salomo,  (-)",Salomon/Salomo,,,,118605100,"Dritter König von Israel, Sohn von David",Biblische Figur,https://de.wikipedia.org/wiki/Salomo,
person_104,"Isaak,  (-)",Isaak,,,,118555898,Biblische Figur,Biblische Figur,,
person_105,"Rahel,  (-)",Rahel,,,,,Biblische Figur,Biblische Figur,,
person_106,"Hiob,  (-)",Hiob,,,,118551353,Biblische Figur,Biblische Figur,,
person_107,"Simson,  (-)",Simson,,,,118605283,Drittletzter Richter im Alten Israel vor der Königszeit ,Biblische Figur,https://de.wikipedia.org/wiki/Simson,
person_108,"Ben Sira,  (-)",Ben Sira,,,,118614746,Autor des Buches Jesus Sirach,,,
person_109,"Wilhelm Tell,  (-)",Wilhelm Tell,,,,118621211,,,,
person_110,"Zephyr,  (-)",Zephyr,,,,138435669,Griechischer Gott des Westwinds und Bote des Frühlings,Mythologische Figur,https://de.wikipedia.org/wiki/Zephyr,
person_111,"Matthias,  (-)",Matthias,,,,,Apostel,Biblische Figur,,
person_112,"Friedensfürst,  (-)",Friedensfürst,,,,,Allegorische Figur des Friedens,,,
person_113,"Gracchus,  (-)",Gracchus,,,,,Römer,,,
person_114,"Gracchus, dessen Frau,  (-)","Gracchus, dessen Frau",,,,,Frau des Gracchus,,,
person_115,"Moses,  (-)",Moses,,,,118641190,Biblische Figur,Biblische Figur,,
person_116,"Orestes,  (-)",Orestes,,,,118736558,"Sohn von Agamemnon, wegen des Mordes an seiner Mutter von Erinnyen geplagt",Mythologische Figur,,
person_117,"Pylades,  (-)",Pylades,,,,1371663513,Gefährte von Orestes,Mythologische Figur,,
person_118,"Thurik,  (-)",Thurik,,,,,Sagenhafter Gründer von Zürich,Mythologische Figur,Wird auch auf den Wappenscheiben des Klosters Wettingen erwähnt https://als.wikipedia.org/wiki/Wappenscheiben_des_Klosters_Wettingen,
person_119,"Midas,  (-)",Midas,,,,,Mythologischer König von Phrygien,Mythologische Figur,,
person_120,"Simon,  (-)",Simon,,,,,Sohn des Satans (allegorisch/mythologisch),Mythologische Figur,,Bedeutung noch unklar
person_121,"Damokles,  (-)",Damokles,,,,1044283351,Figur aus der griechischen Antike,Mythologische Figur,,
person_122,"Dionysius I. von Syrakus,  (-)",Dionysius I. von Syrakus,,,,118880101,"Tyrann von Syrakus, bekannt aus der Geschichte des Damoklesschwerts",Historische Person,,
person_123,"Kleopatra VII.,  (-)",Kleopatra VII.,,,,11856322X,Königin von Ägypten,Historische Person,,
person_124,"Antonius, Marcus (-)",Antonius,Marcus,,,118503529,Römischer Politiker und Feldherr,Historische Person,,
person_126,"Klio,  (-)",Klio,,,,124538487,Muse der Geschichtsschreibung,Mythologische Figur,,
person_127,"Flora,  (-)",Flora,,,,118691880,Göttin der Blüte und des Frühlings,Mythologische Figur,,
person_128,"Dorothea,  (-)",Dorothea,,,,,,,,
person_130,"J. J. V.,  (-)",J. J. V.,,,,,Pfarrer zum Grossmünster,Historische Person,,
person_131,"J. J. V., dessen Frau,  (-)","J. J. V., dessen Frau",,,,,Frau des Pfarrers zum Grossmünster,Historische Person,,
person_133,"Sch. H.,  (-)",Sch. H.,,,,,Schwester Holzhalb? Frau des Pfarrers zum Fraumünster Felix Wyss,Historische Person,,
person_134,"Waser, Johann Heinrich (1600-1669)",Waser,Johann Heinrich,1600,1669,139095349,"Stadtschreiber und Bürgermeister von Zürich, Landvogt von Kyburg",Historische Person,https://hls-dhs-dss.ch/de/articles/018055/2013-08-26/,
person_135,"Waser-Ziegler, Jahel (-)",Waser-Ziegler,Jahel,,,,2. Ehefrau des J. H. Waser,Historische Person,https://hls-dhs-dss.ch/de/articles/018055/2013-08-26/,
person_136,"Caspar W.,  (-)",Caspar W.,,,,evtl. 128536861,Stiftsherr und Prädikant zum Grossmünster,Historische Person,,
person_137,"Esther O.,  (-)",Esther O.,,,,,Frau des Caspar W.,Historische Person,,
person_138,"G. H.,  (-)",G. H.,,,,,,Historische Person,,
person_139,"J. C.,  (-)",J. C.,,,,,Frau des G. H.,Historische Person,,
person_140,"Salis, Hercules von (1617-1686)",Salis,Hercules von,1617,1686,1307114342,,Historische Person,http://www.hfls.ch/humo-gen/birthday_family/1/F135441?main_person=I110567,
person_141,"Salis, Barbara Dorothea von (1629-1660)",Salis,Barbara Dorothea von,1629,1660,,Frau des Hercules,Historische Person,http://www.hfls.ch/humo-gen/birthday_family/1/F135441?main_person=I371469,
person_142,"H. H. L.,  (-)",H. H. L.,,,,,,Historische Person,,
person_143,"H. H. A.,  (-)",H. H. A.,,,,,Pfarrer zu R.,Historische Person,,
person_144,"B. M.,  (-)",B. M.,,,,,Frau des Pfarrers,Historische Person,,
person_145,"H. C. H.,  (-)",H. C. H.,,,,,Obmann?,Historische Person,evtl. https://suche.staatsarchiv.djiktzh.ch/detail.aspx?ID=2066139,
person_146,"D. M.,  (-)",D. M.,,,,,Frau des H. C. H.; evtl. Müller?,Historische Person,evtl. https://suche.staatsarchiv.djiktzh.ch/detail.aspx?ID=2066139,
person_147,"Gottfrid,  (-)",Gottfrid,,,,,Müller?,Historische Person,,
person_148,"Jakob,  (-)",Jakob,,,,,Müller?,Historische Person,,
person_149,"H. C. Schw.,  (-)",H. C. Schw.,,,,,Pfarrer zu B.,Historische Person,,
person_150,"E. K.,  (-)",E. K.,,,,,Frau des H. C. Schw.,Historische Person,,
person_151,"Ott, Hans Heinrich (-)",Ott,Hans Heinrich,,,,,Historische Person,,
person_152,"S. W.,  (-)",S. W.,,,,,,Historische Person,,
person_153,"V. L.,  (-)",V. L.,,,,,Frau des S. W.,Historische Person,,
person_154,"H. H. Sch.,  (-)",H. H. Sch.,,,,,,Historische Person,,
person_155,"S. H.,  (-)",S. H.,,,,,Frau des H. H. Sch.; evtl. Hartmann?,Historische Person,,
person_156,"H. H. H.,  (-)",H. H. H.,,,,,,Historische Person,evtl. https://suche.staatsarchiv.djiktzh.ch/detail.aspx?ID=2065835,
person_157,"E. W.,  (-)",E. W.,,,,,Frau des H. H. H.; evtl. Wüst?,Historische Person,evtl. https://suche.staatsarchiv.djiktzh.ch/detail.aspx?ID=2065835,
person_160,"Koller, Elisabeth (-)",Koller,Elisabeth,,,,Frau des Pfarrers Georg Müller,Historische Person,https://suche.staatsarchiv.djiktzh.ch/detail.aspx?ID=1960657,
person_161,"Lobwasser, Ambrosius (1515-1585)",Lobwasser,Ambrosius,1515,1585,124263488,Übersetzer der Psalmen Davids ins Deutsche,Historische Person,,
person_162,"Vollenweider, Jakob (1594-1647)",Vollenweider,Jakob,1594,1647,122706722,Respondent in in Zürich,Historische Person,,
person_163,"Amman, Johann Ludwig (1606-1660)",Amman,Johann Ludwig,1606,1660,116477601,Pfarrer,Historische Person,,
person_164,"Burkhard, Hans Konrad (1613-1681)",Burkhard,Hans Konrad,1613,1681,123675987,Theologe und Erbauungsschriftsteller,Historische Person,,
person_165,"Ardüser, Johann (1585-1665)",Ardüser,Johann,1585,1665,121810356,"Mathematiker, Naturwissenschaftler, Ingenieur und Architekt",Historische Person,https://hls-dhs-dss.ch/de/articles/018116,
person_166,"Hegner, Diethelm  (-)",Hegner,Diethelm ,,,129987409,"Übersetzer, Vogt zu Altenklingen",Historische Person,,
person_167,"Trigland, Jacobus (1583-1654)",Trigland,Jacobus,1583,1654,122785703,Niederländischer reformierter Theologe,Historische Person,,
person_168,"Zwinger, Theodor (?) (1597-1654)",Zwinger,Theodor (?),1597,1654,11760318X (?),Basler Theologe,Historische Person,https://hls-dhs-dss.ch/de/articles/010944,
person_169,"Genath, Johann Jacob (1582-1654)",Genath,Johann Jacob,1582,1654,121416720,Basler Drucker,Historische Person,,
person_170,"Escher vom Luchs‏, Johannes (‎1646-1659)",Escher vom Luchs‏,Johannes,‎1646,1659,,Als Kind im Rhein ertrunken,Historische Person,http://www.hfls.ch/humo-gen/family/1/F104223?main_person=I298580#person_I298580,
person_171,"Hess, Caspar (1578-1631)",Hess,Caspar,1578,1631,13618281X,"Tuchexporteur, Gründer des Zürcher Postwesens",Historische Person,https://hls-dhs-dss.ch/de/articles/023799,
person_172,"Wolf, Johann Jakob (1601-1641)",Wolf,Johann Jakob,1601,1641,141750049,"Professor für Griechisch und Hebräisch, Chorherr ",Historische Person,,
person_173,"Spörri, Felix (1581-1643)",Spörri,Felix,1581,1643,1089345348,"Professor für Sprachen, Chorherr",Historische Person,,Die Lebensdaten sind in GND und HFLS unterschiedlich
person_174,"Simler, Peter (1604-1654)",Simler,Peter,1604,1654,,Pfarrer,Historische Person,http://www.hfls.ch/humo-gen/family/1/F102374?main_person=I293049,
person_175,"Gwalther, Rudolf (1519-1586)",Gwalther,Rudolf,1519,1586,11854392X,"Zürcher Theologe, Dichter und Übersetzer",Historische Person,https://hls-dhs-dss.ch/de/articles/028298,
person_176,"Weiss, Caspar (-)",Weiss,Caspar,,,,"evtl. derselbe wie ""Caspar W."" oben",Historische Person,,
person_177,"Müller,  (-)",Müller,,,,,das ist Georg Müller,Historische Person,,
person_178,"Bas,  (-)",Bas,,,,,Frau,,,
person_179,"Gw., H. H. J. (-)",Gw.,H. H. J.,,,,A. Z. Fr. M.,Historische Person,,"Im HFLS existiert ein Gwalter, der Fraumünsteramtmann war. Ausserdem ein Rudolf Gwalter, der Chirurg war, was immerhin zum Gedicht passen würde"
person_180,"Hofmeister, Johann (‎1622-‎1656‎)",Hofmeister,Johann,‎1622,‎1656‎,,Hauptmann,Historische Person,http://www.hfls.ch/humo-gen/family/1/F103232?main_person=I295072#person_I295072,
person_181,"Cyrene, Simon von (-)",Cyrene,Simon von,,,118765469,Biblische Figur,Biblische Figur,,
person_182,"Thomas,  (-)",Thomas,,,,118622099,Apostel,Biblische Figur,,
person_183,"Phaeton,  (-)",Phaeton,,,,119243113,"Mythologische Figur, Sohn des Sonnengottes Helios",Mythologische Figur,,
person_184,"Lukas,  (-)",Lukas,,,,,Biblische Figur,Biblische Figur,,
person_185,"Pallas Athena,  (-)",Pallas Athena,,,,118504851,Mythologische Figur,Mythologische Figur,,
person_186,"Bacchus,  (-)",Bacchus,,,,118651439,"Römischer Gott des Weines, des Rausches und der Ekstase",Mythologische Figur,,
person_187,"Darius I.,  (-)",Darius I.,,,,118523791,Persischer König,Historische Person,,
person_188,"Kyros II.,  (-)",Kyros II.,,,,118568426,Persischer König,Historische Person,,
person_189,"Hippo, Augustinus von (-)",Hippo,Augustinus von,,,118505114,"Heiliger, Kirchenvater",Historische Person,,
person_190,"Lazarus,  (-)",Lazarus,,,,118570420,Durch Jesus von den Toten auferstanden,Biblische Figur,,
person_191,"Lot,  (-)",Lot,,,,119435128,Einwohner in Sodom,Biblische Figur,,
person_192,"Gyger, Johann Rudolf (1603-1662)",Gyger,Johann Rudolf,1603,1662,140325301,Arzt,Historische Person,,
person_193,"Simler, Johann Wilhelm (16XX-1690)",Simler,Johann Wilhelm,16XX,1690,1037530217,"Verleger, Drucker, Buchhändler, Sohn von Johann Wilhelm Simler",Historische Person,,
person_194,"Bachofen, Johann Ulrich (1643-1700)",Bachofen,Johann Ulrich,1643,1700,121891291,Zürcher Dichter und Theologe,Historische Person,https://hls-dhs-dss.ch/de/articles/035196,
person_195,"Grebel, Hans Konrad (1615-1674)",Grebel,Hans Konrad,1615,1674,143656813,Landvogt der Herrschaft Wädenswil und der Freien Ämter,Historische Person,https://hls-dhs-dss.ch/de/articles/018072/2005-12-05/,
person_196,"Gossweiler, Emerentia (1620-‎1686)",Gossweiler,Emerentia,1620,‎1686,,2. Ehefrau von Hans Konrad Grebel,Historische Person,https://www.hfls.ch/humo-gen/family/1/F106404?main_person=I301391,
person_197,"Lochmann, Heinrich (1613-1667)",Lochmann,Heinrich,1613,1667,1078433488,Militär in französ. Diensten,Historische Person,https://hls-dhs-dss.ch/de/articles/023976/2009-10-13/,
person_198,"Ulrich, Johann Jakob (1602-1668)",Ulrich,Johann Jakob,1602,1668,117289701,Pfarrer am Grossmünster,Historische Person,https://hls-dhs-dss.ch/de/articles/010885/2013-01-25/,
person_199,"Orelli, Anna (1606-1681)",Orelli,Anna,1606,1681,,4. Ehefrau von Johann Jakob Ulrich,Historische Person,https://www.hfls.ch/humo-gen/family/1/F107894?main_person=I309814,
person_200,"Eberhard, Hans Kaspar (1645-1723)",Eberhard,Hans Kaspar,1645,1723,,Ehemann von Katharina Hirt,Historische Person,http://www.hfls.ch/humo-gen/family/1/F112154?main_person=I324377,
person_201,"Hirt‏, Katharina (1644-1717)",Hirt‏,Katharina,1644,1717,,Ehefrau von Hans Kaspar Eberhard,Historische Person,https://www.hfls.ch/humo-gen/family/1/F112154?main_person=I324378,
person_202,"Grob, Hans Jakob (1639-1712)",Grob,Hans Jakob,1639,1712,1089335318,Pfarrer zu Richterswil,Historische Person,https://suche.staatsarchiv.djiktzh.ch/detail.aspx?ID=1968284,
person_203,"Rahn, Regula (1648-1735‎)",Rahn,Regula,1648,1735‎,,Ehefrau von Hans Jakob Grob,Historische Person,https://www.hfls.ch/humo-gen/family/1/F101932?main_person=I291674,
person_204,"Klingler, Kaspar (1642-1677)",Klingler,Kaspar,1642,1677,,Ehemann von Dorothea Spöndli,Historische Person,http://www.hfls.ch/humo-gen/family/1/F109445?main_person=I315155,
person_205,"Spöndli, Dorothea (1646-1711)",Spöndli,Dorothea,1646,1711,,Ehefrau von Kaspar Klingler,Historische Person,https://www.hfls.ch/humo-gen/family/1/F109445?main_person=I315038,
person_206,"Hirzel, Hans Caspar (1617-1691)",Hirzel,Hans Caspar,1617,1691,136182054,Zürcher Bürgermeister 1669-1690,Historische Person,https://hls-dhs-dss.ch/de/articles/018077/2021-08-02/,
person_207,"Hirzel, Salomon (1580-1652)",Hirzel,Salomon,1580,1652,136182208,"Zürcher Bürgermeister 1637-, Tuchhändler und Diplomat",Historische Person,https://hls-dhs-dss.ch/de/articles/018059/2021-08-02/,
person_208,"Salis-Soglio, Maria Ursina von  (‎1600-1663‎)",Salis-Soglio,Maria Ursina von ,‎1600,1663‎,,2. Ehefrau von Andreas von Brügger,Historische Person,https://www.hfls.ch/humo-gen/family/1/F176259?main_person=I478231,
person_209,"Brügger, Andreas von (1588-1653)",Brügger,Andreas von,1588,1653,1072493926,"Oberst, Pächter der Landvogtei Maienfeld",Historische Person,https://hls-dhs-dss.ch/de/articles/016768/2004-08-26/,
person_210,"Anhorn, Bartholomäus (1616-1700)",Anhorn,Bartholomäus,1616,1700,121076717,"Pfarrer, Theologe",Historische Person,https://hls-dhs-dss.ch/de/articles/010505,
person_211,"Wild, Abraham (1628-1689)",Wild,Abraham,1628,1689,1089323042,Glarner Pfarrer und Dekan,Historische Person,https://hls-dhs-dss.ch/de/articles/010916,
person_212,"Grob, Johannes (1643-1697)",Grob,Johannes,1643,1697,10014568X,"Dichter, Soldat",Historische Person,https://hls-dhs-dss.ch/de/articles/011842,In Druck D ist als Vorname Jakob angegeben
person_213,"Ziegler,  (-)",Ziegler,,,,,"Verfasser des ""Bernerischen Apothecker-Taxes""",Historische Person,,Noch unklar. Evtl. https://www.hfls.ch/humo-gen/info_family/1/F107269?main_person=I308255
person_214,"Werder, Felix (1591-1673)",Werder,Felix,1591,1673,108959500X,"Goldschmied, Büchsenmacher",Historische Person,,
person_215,"Oeri,  (-)",Oeri,,,,,Werkmeister,Historische Person,,
person_216,"Keller vom Steinbock‏, Anna Kleophea (‎1609-1673)",Keller vom Steinbock‏,Anna Kleophea,‎1609,1673,,3. Ehefrau von Johann Heinrich Waser,Historische Person,https://www.hfls.ch/humo-gen/family/1/F104421?main_person=I299176,
person_217,"von Sultz, Johann Ludwig II. (1626-1687)",von Sultz,Johann Ludwig II.,1626,1687,1019685441,Landgraf im Klettgau,Historische Person,https://de.wikipedia.org/wiki/Johann_Ludwig_II._von_Sulz,
person_218,"Egli, Samuel (1627/29-1666)",Egli,Samuel,1627/29,1666,,Landvogt von Greifensee,Historische Person,https://personae.ssrq-sds-fds.ch/?query=per015033&query-type=perid,
person_219,"von Breitenlandenberg, Wildhans (1410-1444)",von Breitenlandenberg,Wildhans,1410,1444,,Verteidiger von Greifensee und Opfer der «Blutnacht von Greifensee»,Historische Person,https://hls-dhs-dss.ch/de/articles/046021/2008-11-11/,
person_220,"Pfarrherr,  (-)",Pfarrherr,,,,,,Historische Person,,
